Time stamp,Area,Day,Parking_Category,Peak Hour,Free_Spaces,Used_Spaces,% full
2016-05-24 20:00:00,First Hill,Weekday,Paid Parking,No,433.0,379.0,53.0
2016-05-24 20:00:00,First Hill,Weekday,Restricted Parking Zone,No,222.0,248.0,47.0
2016-05-24 20:00:00,Fremont,Weekday,Paid Parking,No,91.0,78.0,54.0
2016-05-24 20:00:00,Fremont,Weekday,Time Limited Parking,No,295.0,242.0,55.0
2016-05-24 20:00:00,Fremont,Weekday,Unrestricted Parking,No,8.0,6.0,57.0
2016-05-24 21:00:00,First Hill,Weekday,Carpool Parking,No,10.0,8.0,56.0
2016-05-24 21:00:00,First Hill,Weekday,Paid Parking,No,433.0,342.0,56.0
2016-05-24 21:00:00,First Hill,Weekday,Restricted Parking Zone,No,222.0,251.0,47.0
2016-05-24 21:00:00,Fremont,Weekday,Paid Parking,No,91.0,77.0,54.0
2016-05-24 21:00:00,Fremont,Weekday,Time Limited Parking,No,295.0,207.0,59.0
2016-05-24 21:00:00,Fremont,Weekday,Unrestricted Parking,No,8.0,7.0,53.0
2016-05-25 08:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,22.0,63.0
2016-05-25 08:00:00,Commercial Core,Weekday,Paid Parking,No,520.0,374.0,58.0
2016-05-25 08:00:00,Commercial Core,Weekday,Paid Parking,Yes,96.0,0.0,100.0
2016-05-25 09:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,29.0,56.0
2016-05-25 09:00:00,Commercial Core,Weekday,Paid Parking,No,616.0,431.0,59.0
2016-05-25 10:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,36.0,51.0
2016-05-25 10:00:00,Commercial Core,Weekday,Paid Parking,No,616.0,471.0,57.0
2016-05-25 11:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,37.0,50.0
2016-05-25 11:00:00,Commercial Core,Weekday,Paid Parking,No,616.0,523.0,54.0
2016-05-25 12:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,39.0,49.0
2016-05-25 12:00:00,Commercial Core,Weekday,Paid Parking,No,616.0,522.0,54.0
2016-05-25 13:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,38.0,49.0
2016-05-25 13:00:00,Commercial Core,Weekday,Paid Parking,No,616.0,507.0,55.0
2016-05-25 14:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,28.0,57.0
2016-05-25 14:00:00,Commercial Core,Weekday,Paid Parking,No,616.0,493.0,56.0
2016-05-25 15:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,36.0,51.0
2016-05-25 15:00:00,Commercial Core,Weekday,Paid Parking,No,453.0,351.0,56.0
2016-05-25 15:00:00,Commercial Core,Weekday,Paid Parking,Yes,163.0,0.0,100.0
2016-05-25 16:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,38.0,49.0
2016-05-25 16:00:00,Commercial Core,Weekday,Paid Parking,No,419.0,322.0,57.0
2016-05-25 16:00:00,Commercial Core,Weekday,Paid Parking,Yes,197.0,0.0,100.0
2016-05-25 17:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,34.0,52.0
2016-05-25 17:00:00,Commercial Core,Weekday,Paid Parking,No,419.0,275.0,60.0
2016-05-25 17:00:00,Commercial Core,Weekday,Paid Parking,Yes,197.0,0.0,100.0
2016-05-25 18:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,35.0,51.0
2016-05-25 18:00:00,Commercial Core,Weekday,Paid Parking,No,476.0,293.0,62.0
2016-05-25 18:00:00,Commercial Core,Weekday,Paid Parking,Yes,140.0,0.0,100.0
2016-05-25 19:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,30.0,55.0
2016-05-25 19:00:00,Commercial Core,Weekday,Paid Parking,No,616.0,377.0,62.0
2016-05-25 20:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,31.0,54.0
2016-05-25 20:00:00,Commercial Core,Weekday,Paid Parking,No,616.0,447.0,58.0
2016-05-25 21:00:00,Commercial Core,Weekday,Carpool Parking,No,37.0,30.0,55.0
2016-05-25 21:00:00,Commercial Core,Weekday,Paid Parking,No,616.0,442.0,58.0
2016-06-01 08:00:00,Uptown,Weekday,Carpool Parking,No,4.0,3.0,57.0
2016-06-01 08:00:00,Uptown,Weekday,Paid Parking,No,532.0,163.0,77.0
2016-06-01 08:00:00,Uptown,Weekday,Paid Parking,Yes,21.0,0.0,100.0
2016-06-01 08:00:00,Uptown,Weekday,Time Limited Parking,No,125.0,109.0,53.0
2016-06-01 08:00:00,Uptown,Weekday,Time Limited Parking,Yes,4.0,4.0,50.0
2016-06-01 08:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,160.0,45.0
2016-06-01 09:00:00,Uptown,Weekday,Carpool Parking,No,4.0,4.0,50.0
2016-06-01 09:00:00,Uptown,Weekday,Paid Parking,No,553.0,227.0,71.0
2016-06-01 09:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,119.0,52.0
2016-06-01 09:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,157.0,46.0
2016-06-01 10:00:00,Uptown,Weekday,Carpool Parking,No,4.0,3.0,57.0
2016-06-01 10:00:00,Uptown,Weekday,Paid Parking,No,553.0,308.0,64.0
2016-06-01 10:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,116.0,53.0
2016-06-01 10:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,157.0,46.0
2016-06-01 11:00:00,Uptown,Weekday,Carpool Parking,No,4.0,4.0,50.0
2016-06-01 11:00:00,Uptown,Weekday,Paid Parking,No,553.0,366.0,60.0
2016-06-01 11:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,124.0,51.0
2016-06-01 11:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,158.0,46.0
2016-06-01 12:00:00,Uptown,Weekday,Carpool Parking,No,4.0,4.0,50.0
2016-06-01 12:00:00,Uptown,Weekday,Paid Parking,No,553.0,405.0,58.0
2016-06-01 12:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,124.0,51.0
2016-06-01 12:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,162.0,45.0
2016-06-01 13:00:00,Uptown,Weekday,Carpool Parking,No,4.0,4.0,50.0
2016-06-01 13:00:00,Uptown,Weekday,Paid Parking,No,553.0,386.0,59.0
2016-06-01 13:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,113.0,53.0
2016-06-01 13:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,160.0,45.0
2016-06-01 14:00:00,Uptown,Weekday,Carpool Parking,No,4.0,4.0,50.0
2016-06-01 14:00:00,Uptown,Weekday,Paid Parking,No,553.0,340.0,62.0
2016-06-01 14:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,116.0,53.0
2016-06-01 14:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,152.0,46.0
2016-06-01 15:00:00,Uptown,Weekday,Carpool Parking,No,4.0,5.0,44.0
2016-06-01 15:00:00,Uptown,Weekday,Paid Parking,No,523.0,348.0,60.0
2016-06-01 15:00:00,Uptown,Weekday,Paid Parking,Yes,21.0,0.0,100.0
2016-06-01 15:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,118.0,52.0
2016-06-01 15:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,153.0,46.0
2016-06-01 16:00:00,Uptown,Weekday,Carpool Parking,No,4.0,3.0,57.0
2016-06-01 16:00:00,Uptown,Weekday,Paid Parking,No,523.0,413.0,56.0
2016-06-01 16:00:00,Uptown,Weekday,Paid Parking,Yes,21.0,0.0,100.0
2016-06-01 16:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,114.0,53.0
2016-06-01 16:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,156.0,46.0
2016-06-01 17:00:00,Uptown,Weekday,Carpool Parking,No,4.0,4.0,50.0
2016-06-01 17:00:00,Uptown,Weekday,Paid Parking,No,523.0,469.0,53.0
2016-06-01 17:00:00,Uptown,Weekday,Paid Parking,Yes,21.0,0.0,100.0
2016-06-01 17:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,126.0,51.0
2016-06-01 17:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,140.0,49.0
2016-06-01 18:00:00,Uptown,Weekday,Carpool Parking,No,4.0,3.0,57.0
2016-06-01 18:00:00,Uptown,Weekday,Paid Parking,No,523.0,507.0,51.0
2016-06-01 18:00:00,Uptown,Weekday,Paid Parking,Yes,21.0,0.0,100.0
2016-06-01 18:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,125.0,51.0
2016-06-01 18:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,141.0,48.0
2016-06-01 19:00:00,Uptown,Weekday,Carpool Parking,No,4.0,4.0,50.0
2016-06-01 19:00:00,Uptown,Weekday,Paid Parking,No,553.0,553.0,50.0
2016-06-01 19:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,133.0,49.0
2016-06-01 19:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,141.0,48.0
2016-06-01 20:00:00,Uptown,Weekday,Carpool Parking,No,4.0,7.0,36.0
2016-06-01 20:00:00,Uptown,Weekday,Paid Parking,No,553.0,540.0,51.0
2016-06-01 20:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,128.0,50.0
2016-06-01 20:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,147.0,47.0
2016-06-01 21:00:00,Uptown,Weekday,Carpool Parking,No,4.0,4.0,50.0
2016-06-01 21:00:00,Uptown,Weekday,Paid Parking,No,553.0,558.0,50.0
2016-06-01 21:00:00,Uptown,Weekday,Time Limited Parking,No,129.0,124.0,51.0
2016-06-01 21:00:00,Uptown,Weekday,Unrestricted Parking,No,132.0,150.0,47.0
2016-06-02 08:00:00,South Lake Union,Weekday,Paid Parking,No,1255.0,790.0,61.0
2016-06-02 08:00:00,South Lake Union,Weekday,Paid Parking,Yes,14.0,0.0,100.0
2016-06-02 08:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,97.0,52.0
2016-06-02 08:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,41.0,47.0
2016-06-02 09:00:00,South Lake Union,Weekday,Paid Parking,No,1269.0,917.0,58.0
2016-06-02 09:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,96.0,52.0
2016-06-02 09:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,40.0,48.0
2016-06-02 10:00:00,South Lake Union,Weekday,Paid Parking,No,1269.0,1028.0,55.0
2016-06-02 10:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,103.0,50.0
2016-06-02 10:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,40.0,48.0
2016-06-02 11:00:00,South Lake Union,Weekday,Paid Parking,No,1269.0,1047.0,55.0
2016-06-02 11:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,101.0,51.0
2016-06-02 11:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,40.0,48.0
2016-06-02 12:00:00,South Lake Union,Weekday,Paid Parking,No,1269.0,1134.0,53.0
2016-06-02 12:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,105.0,50.0
2016-06-02 12:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,40.0,48.0
2016-06-02 13:00:00,South Lake Union,Weekday,Paid Parking,No,1269.0,1092.0,54.0
2016-06-02 13:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,101.0,51.0
2016-06-02 13:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,43.0,46.0
2016-06-02 14:00:00,South Lake Union,Weekday,Paid Parking,No,1269.0,1018.0,55.0
2016-06-02 14:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,99.0,51.0
2016-06-02 14:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,43.0,46.0
2016-06-02 15:00:00,South Lake Union,Weekday,Paid Parking,No,1261.0,935.0,57.0
2016-06-02 15:00:00,South Lake Union,Weekday,Paid Parking,Yes,8.0,0.0,100.0
2016-06-02 15:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,98.0,51.0
2016-06-02 15:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,42.0,47.0
2016-06-02 16:00:00,South Lake Union,Weekday,Paid Parking,No,1257.0,807.0,61.0
2016-06-02 16:00:00,South Lake Union,Weekday,Paid Parking,Yes,12.0,0.0,100.0
2016-06-02 16:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,96.0,92.0,51.0
2016-06-02 16:00:00,South Lake Union,Weekday,Restricted Parking Zone,Yes,8.0,0.0,100.0
2016-06-02 16:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,42.0,47.0
2016-06-02 17:00:00,South Lake Union,Weekday,Paid Parking,No,1257.0,772.0,62.0
2016-06-02 17:00:00,South Lake Union,Weekday,Paid Parking,Yes,12.0,0.0,100.0
2016-06-02 17:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,96.0,96.0,50.0
2016-06-02 17:00:00,South Lake Union,Weekday,Restricted Parking Zone,Yes,8.0,0.0,100.0
2016-06-02 17:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,38.0,49.0
2016-06-02 18:00:00,South Lake Union,Weekday,Paid Parking,No,1261.0,825.0,60.0
2016-06-02 18:00:00,South Lake Union,Weekday,Paid Parking,Yes,8.0,0.0,100.0
2016-06-02 18:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,100.0,51.0
2016-06-02 18:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,21.0,64.0
2016-06-02 19:00:00,South Lake Union,Weekday,Paid Parking,No,1269.0,822.0,61.0
2016-06-02 19:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,101.0,51.0
2016-06-02 19:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,20.0,65.0
2016-06-02 20:00:00,South Lake Union,Weekday,Paid Parking,No,1269.0,802.0,61.0
2016-06-02 20:00:00,South Lake Union,Weekday,Restricted Parking Zone,No,104.0,100.0,51.0
2016-06-02 20:00:00,South Lake Union,Weekday,Unrestricted Parking,No,37.0,14.0,73.0
2016-06-15 08:00:00,Pioneer Square,Weekday,Paid Parking,No,415.0,334.0,55.0
2016-06-15 08:00:00,Pioneer Square,Weekday,Paid Parking,Yes,95.0,0.0,100.0
2016-06-15 09:00:00,Pioneer Square,Weekday,Paid Parking,No,510.0,377.0,57.0
2016-06-15 10:00:00,Pioneer Square,Weekday,Paid Parking,No,512.0,491.0,51.0
2016-06-15 11:00:00,Pioneer Square,Weekday,Paid Parking,No,512.0,512.0,50.0
2016-06-15 12:00:00,Pioneer Square,Weekday,Paid Parking,No,512.0,548.0,48.0
2016-06-15 13:00:00,Pioneer Square,Weekday,Paid Parking,No,512.0,512.0,50.0
2016-06-15 14:00:00,Pioneer Square,Weekday,Paid Parking,No,512.0,484.0,51.0
2016-06-15 15:00:00,Pioneer Square,Weekday,Paid Parking,No,459.0,402.0,53.0
2016-06-15 15:00:00,Pioneer Square,Weekday,Paid Parking,Yes,51.0,0.0,100.0
2016-06-15 16:00:00,Pioneer Square,Weekday,Paid Parking,No,449.0,404.0,53.0
2016-06-15 16:00:00,Pioneer Square,Weekday,Paid Parking,Yes,63.0,0.0,100.0
2016-06-15 17:00:00,Pioneer Square,Weekday,Paid Parking,No,449.0,354.0,56.0
2016-06-15 17:00:00,Pioneer Square,Weekday,Paid Parking,Yes,63.0,0.0,100.0
2016-06-15 18:00:00,Pioneer Square,Weekday,Paid Parking,No,482.0,384.0,56.0
2016-06-15 18:00:00,Pioneer Square,Weekday,Paid Parking,Yes,30.0,0.0,100.0
2016-06-15 19:00:00,Pioneer Square,Weekday,Paid Parking,No,512.0,426.0,55.0
2016-06-15 20:00:00,Pioneer Square,Weekday,Paid Parking,No,512.0,402.0,56.0
2016-07-05 08:00:00,Ballard,Weekday,Paid Parking,No,80.0,2.0,98.0
2016-07-05 09:00:00,Ballard,Weekday,Paid Parking,No,80.0,0.0,100.0
2016-07-05 10:00:00,Ballard,Weekday,Paid Parking,No,80.0,24.0,77.0
2016-07-05 11:00:00,Ballard,Weekday,Paid Parking,No,80.0,46.0,63.0
2016-07-05 12:00:00,Ballard,Weekday,Paid Parking,No,80.0,58.0,58.0
2016-07-05 13:00:00,Ballard,Weekday,Paid Parking,No,80.0,67.0,54.0
2016-07-05 14:00:00,Ballard,Weekday,Paid Parking,No,80.0,56.0,59.0
2016-07-05 15:00:00,Ballard,Weekday,Paid Parking,No,80.0,66.0,55.0
2016-07-05 16:00:00,Ballard,Weekday,Paid Parking,No,80.0,67.0,54.0
2016-07-05 17:00:00,Ballard,Weekday,Paid Parking,No,80.0,49.0,62.0
2016-07-05 18:00:00,Ballard,Weekday,Paid Parking,No,80.0,43.0,65.0
2016-07-05 19:00:00,Ballard,Weekday,Paid Parking,No,80.0,55.0,59.0
2016-07-05 20:00:00,Ballard,Weekday,Paid Parking,No,80.0,65.0,55.0
